OBJECTID *,Shape *,PermitNo,FeatCLS,Contact,Source,National_I,Type_Flag,Shape_Leng,Calc_Acres,QUAD_DESC,MINE_STATU,PER_NAME,REGION_DES,PERM_ACT,ACT_INAC,DATE_ISS,PER_TYPE,ORIG_PERM,Shape_Length,Shape_Area
2536,Polygon,8369017,SF,KY Division of Mine Permits,KYDMP,KY8369017,ACT,7539.232577,21.022286,LANCER,A1,MATT/CO INC,PIKEVILLE,  RN   5  06/15/2020  MT   6  03/08/2017  RN   4  08/05/2014,Active,10/24/1994,PERMANENT,8369017,7539.232577,915730.7747
2539,Polygon,8369021,SF,KY Division of Mine Permits,KYDMP,KY8369021,ACT,3044.867799,8.13132,LANCER,P1,NFC MINING INC,PIKEVILLE,  MT   4  12/22/2015  RN   4  02/08/2011  MT   3  06/12/2008,Active,2/23/2000,PERMANENT,8369011,3044.867799,354200.2992
2540,Polygon,8369022,SF,KY Division of Mine Permits,DMP E_Shape,KY8369022,ACT,12475.10612,43.747338,LANCER,A1,MATT/CO INC,PIKEVILLE,  MT   6  12/16/2019  MTS   1  11/13/2018  RN   4  03/05/201,Active,10/20/1997,PERMANENT,8369022,12475.10612,1905634.064
2543,Polygon,8369028,SF,KY Division of Mine Permits,KYDMP,KY8369028,ACT,6069.998851,35.403335,WAYLAND,SP,LANDFALL MINING INCORPORATED,HAZARD,  MT   3  06/14/2016  RN   1  07/17/2015  MT   2  03/10/2014,Active,5/7/2009,PERMANENT,8369028,6069.998851,1542169.256
2545,Polygon,8369035,SF,KY Division of Mine Permits,KYDMP,KY8369035,ACT,5883.183517,40.126537,HAROLD,A1,SNR RAIL OPS LLC,PIKEVILLE,  SU   2  01/28/2019,Active,1/28/2019,PERMANENT,8369024,5883.183518,1747911.993
2590,Polygon,8580165,SF,KY Division of Mine Permits,KYDMP,KY8580165,ACT,140852.1724,525.684638,OFFUTT,P2,CZAR COAL CORPORATION,PIKEVILLE,  FR   3  01/18/2012  MI   5  12/18/2008  MI   4  03/24/2006,Active,11/7/2001,PERMANENT,8580165,136088.642,21316409
2605,Polygon,8580210,SF,KY Division of Mine Permits,KYDMP,KY8580210,ACT,48347.42767,168.355873,PAINTSVILLE,O1,JOHNSON-FLOYD COAL COMPANY LLC,PIKEVILLE,  MT   2  03/08/2013  MT   1  09/23/2010  NW   1  09/30/2008,Active,9/30/2008,PERMANENT,8580210,48347.42767,7333581.913
2607,Polygon,8580214,SF,KY Division of Mine Permits,DMP E_Shape,KY8580214,ACT,65244.24193,316.393517,REDBUSH,AP,MINE RITE COAL CO INC,PIKEVILLE,  MT   5  07/01/2021  MI  10  06/23/2021  MI   9  11/09/2020,Active,11/5/2008,PERMANENT,8580214,64415.51804,13633547.72
2617,Polygon,8580236,SF,KY Division of Mine Permits,DMP E_Shape,KY8580236,ACT,78820.52006,1054.830922,SITKA,AP,D & J COAL COMPANY LLC,PIKEVILLE,  AM   6  12/03/2020  RN   2  10/26/2020  AM   5  09/09/2019,Active,9/9/2010,PERMANENT,8580222,39495.61534,25360405
2623,Polygon,8580246,SF,KY Division of Mine Permits,DMP E_Shape,KY8580246,ACT,65089.33347,292.921751,PRESTONSBURG,A1,REVELATION ENERGY LLC,PIKEVILLE,  MT   4  03/20/2020  MT   3  03/13/2018  MI   5  02/23/2018,Active,2/22/2016,PERMANENT,8580202,65089.33347,12759671.67
2631,Polygon,8585024,SF,KY Division of Mine Permits,KYDMP,KY8585024,ACT,4491.140337,5.768214,SITKA,P1,MAYO RESOURCES INC,PIKEVILLE,  MT      11/12/1993  RN      04/01/1991  AM      09/24/1990,Active,1/6/1988,PERMANENT,8585012,4491.140337,251263.394
2633,Polygon,8585027,SF,KY Division of Mine Permits,KYDMP,KY8585027,ACT,3289.093136,2.688208,SITKA,P1,MAYO RESOURCES INC,PIKEVILLE,  MT   4  10/06/2006  RN   4  08/23/2005  MT   3  07/29/2002,Active,9/18/1987,PERMANENT,585050,3289.093137,117098.3518
2638,Polygon,8585032,SF,KY Division of Mine Permits,KYDMP,KY8585032,ACT,19240.9168,24.927713,OFFUTT,A1,"BEECH FORK PROCESSING, LLC",PIKEVILLE,  MI   4  04/13/2020  MT   8  12/04/2019  RN   6  02/09/2018,Active,11/25/1987,PERMANENT,8585032,16708.34987,973219.4155
2650,Polygon,8585049,SF,KY Division of Mine Permits,KYDMP,KY8585049,ACT,68868.28462,68.446294,LANCER,A2,"BEECH FORK PROCESSING, LLC",PIKEVILLE,  MT   6  05/12/2017  NC   1  04/03/2017  RN   4  08/01/2014,Active,10/3/1994,PERMANENT,8585049,68868.28484,2981520.457
2659,Polygon,8585059,SF,KY Division of Mine Permits,KYDMP,KY8585059,ACT,71507.12839,57.716887,OFFUTT,A2,"BEECH FORK PROCESSING, LLC",PIKEVILLE,  FR   1  03/05/2020  NC   1  07/18/2017  MT   5  01/05/2017,Active,11/16/1999,PERMANENT,8585059,71507.12813,2514147.399
2663,Polygon,8585064,SF,KY Division of Mine Permits,CHIA,KY8585064,ACT,4734.875534,21.97114,THOMAS,A1,CZAR COAL CORPORATION,PIKEVILLE,  MT   5  04/06/2020  MT   4  09/05/2018  RN   3  03/14/2018,Active,10/23/2002,PERMANENT,8585064,4734.875534,957062.7723
2667,Polygon,8585070,SF,KY Division of Mine Permits,KYDMP,KY8585070,ACT,11956.54857,40.725922,OFFUTT,A2,"BEECH FORK PROCESSING, LLC",PIKEVILLE,  MT   5  05/01/2019  RN   2  10/05/2017  NC   1  03/27/2017,Active,1/30/2007,PERMANENT,8585070,11956.54857,1774021.154
2671,Polygon,8585078,SF,KY Division of Mine Permits,DMP E_Shape,KY8585078,ACT,55891.95698,187.830358,PAINTSVILLE,A1,MAYO RESOURCES INC,PIKEVILLE,  MT   5  08/25/2020  MT   4  03/22/2019  RN   2  10/18/2018,Active,8/10/2011,PERMANENT,8585071,55891.95698,8181890.335
2677,Polygon,8587000,SF,KY Division of Mine Permits,DMP E_Shape,KY8587000,ACT,30436.30883,26.369348,OFFUTT,A1,"BEECH FORK PROCESSING, LLC",PIKEVILLE,  RN   7  02/24/2020  NC   1  03/27/2017  MT   8  08/26/2016,Active,9/17/1987,PERMANENT,6587000,30436.30884,1148648.83
2681,Polygon,8587004,SF,KY Division of Mine Permits,KYDMP,KY8587004,ACT,19453.83442,30.227336,OFFUTT,A2,"BEECH FORK PROCESSING, LLC",PIKEVILLE,  RN   4  04/07/2020  NC   1  03/27/2017  MT   5  08/18/2016,Active,8/6/1999,PERMANENT,8587004,13289.4045,882206.6442
2684,Polygon,8589000,SF,KY Division of Mine Permits,KYDMP,KY8589000,ACT,27445.42906,406.281485,OFFUTT,A1,"BEECH FORK PROCESSING, LLC",PIKEVILLE,  MT   7  12/04/2018  RN   6  10/31/2018  NC   1  04/05/2017,Active,11/4/1988,PERMANENT,8589000,27445.42906,17697621.48
2752,Polygon,8600502,SF,KY Division of Mine Permits,KYDMP,KY8600502,ACT,105589.2329,313.830653,WAYLAND,A2,KENTUCKY FUEL CORPORATION,HAZARD,  MI   7  05/08/2015  MT   4  01/29/2013  MI   6  10/11/2012,Active,8/10/2010,PERMANENT,8600312,105589.2329,13670463.45
2754,Polygon,8600503,SF,KY Division of Mine Permits,KYDMP,KY8600503,ACT,37052.40109,139.315427,WAYLAND,P1,KENTUCKY FUEL CORPORATION,HAZARD,  MA   5  04/11/2017  MI   6  04/29/2015  SU   1  07/13/2010,Active,7/13/2010,PERMANENT,8600333,37052.40109,6068580.007
2755,Polygon,8600504,SF,KY Division of Mine Permits,KYDMP,KY8600504,ACT,124723.6261,738.960898,WAYLAND,A2,KENTUCKY FUEL CORPORATION,HAZARD,  MI   8  07/07/2015  SU   1  02/15/2011,Active,2/15/2011,PERMANENT,8600349,124723.6261,32189136.65
2773,Polygon,8600554,SF,KY Division of Mine Permits,KYDMP,KY8600554,ACT,17075.63146,42.753179,WAYLAND,RV,REVELATION ENERGY LLC,HAZARD,  MT   4  07/20/2018  MTS   1  07/19/2017  MT   3  11/13/201,Active,6/5/2015,PERMANENT,8600473,17075.63146,1862328.436
2779,Polygon,8600566,SF,KY Division of Mine Permits,KYDMP,KY8600566,ACT,7910.149377,25.604397,KITE,A2,"KNOTT COUNTY COAL, LLC",HAZARD,  MT   7  12/18/2017  NC   1  02/17/2017  SU   4  05/16/2016,Active,5/16/2016,PERMANENT,8600298,7910.149377,1115327.528
2781,Polygon,8600568,SF,KY Division of Mine Permits,KYDMP,KY8600568,ACT,17046.5528,60.698706,KITE,SP,DEANE MINING LLC,HAZARD,  SU   2  08/30/2016,Active,8/30/2016,PERMANENT,8600390,17046.5528,2644035.676
2784,Polygon,8600572,SF,KY Division of Mine Permits,DMP E_Shape,KY8600572,ACT,90806.50399,251.446681,WAYLAND,P1,"CARDINAL RECLAMATION COMPANY, LLC",HAZARD,  SU   5  10/26/2020,Active,10/26/2020,PERMANENT,8600428,90806.50382,10953017.62
2896,Polygon,8605327,SF,KY Division of Mine Permits,DMP E_Shape,KY8605327,ACT,45576.80997,97.138769,KITE,A2,SAMUEL COAL COMPANY INC,HAZARD,  FR   4  08/12/2015  MI   4  05/12/2015  MA   3  01/08/2015,Active,4/6/2010,PERMANENT,8605247,45576.80997,4231364.809
2905,Polygon,8605338,SF,KY Division of Mine Permits,KYDMP,KY8605338,ACT,1993.170191,4.037124,HANDSHOE,P1,KENTUCKY FUEL CORPORATION,HAZARD,  MI   6  05/08/2015  SU   1  09/02/2010,Active,9/2/2010,PERMANENT,8605010,1993.170191,175857.1273
2907,Polygon,8605339,SF,KY Division of Mine Permits,KYDMP,KY8605339,ACT,2762.146386,3.523319,HANDSHOE,O2,KENTUCKY FUEL CORPORATION,HAZARD,  RN   6  02/08/2021  MI   7  12/17/2020  RN   5  10/29/2019,Active,10/14/2010,PERMANENT,8605116,2762.146386,153475.776
2909,Polygon,8605340,SF,KY Division of Mine Permits,KYDMP,KY8605340,ACT,4968.691126,13.044924,HANDSHOE,O2,KENTUCKY FUEL CORPORATION,HAZARD,  RN   6  02/10/2021  MI   3  08/25/2020  MT   5  05/17/2018,Active,12/10/2010,PERMANENT,8605117,4968.691126,568236.9341
2911,Polygon,8605341,SF,KY Division of Mine Permits,KYDMP,KY8605341,ACT,6593.270235,9.626624,WAYLAND,P1,KENTUCKY FUEL CORPORATION,HAZARD,  MI   3  05/29/2015  SU   1  08/12/2010,Active,8/12/2010,PERMANENT,8605147,6593.270235,419335.723
2913,Polygon,8605342,SF,KY Division of Mine Permits,KYDMP,KY8605342,ACT,72812.02347,307.421872,WAYLAND,A2,KENTUCKY FUEL CORPORATION,HAZARD,  MI  12  05/22/2015  MI  10  10/10/2012  SU   1  09/07/2010,Active,9/7/2010,PERMANENT,8605154,72812.02347,13391296.85
2915,Polygon,8605343,SF,KY Division of Mine Permits,KYDMP,KY8605343,ACT,13644.57614,41.664094,HANDSHOE,P1,KENTUCKY FUEL CORPORATION,HAZARD,  MI   4  04/21/2015  SU   3  02/15/2011,Active,2/15/2011,PERMANENT,605102,13644.57614,1814887.944
2917,Polygon,8605344,SF,KY Division of Mine Permits,KYDMP,KY8605344,ACT,7082.846789,15.438585,HANDSHOE,A2,KENTUCKY FUEL CORPORATION,HAZARD,  MT   3  03/13/2013  SU   1  02/15/2011,Active,2/15/2011,PERMANENT,8605218,7082.846789,672504.7938
2919,Polygon,8605345,SF,KY Division of Mine Permits,DMP E_Shape,KY8605345,ACT,13159.32797,31.953766,HANDSHOE,A2,KENTUCKY FUEL CORPORATION,HAZARD,  MA   9  05/17/2018  MI   8  06/26/2015  MT   4  04/02/2014,Active,12/10/2010,PERMANENT,8605221,3254.962868,232100.697
2921,Polygon,8605346,SF,KY Division of Mine Permits,KYDMP,KY8605346,ACT,10028.76263,23.414281,WAYLAND,P1,KENTUCKY FUEL CORPORATION,HAZARD,  SU   1  10/14/2010,Active,10/14/2010,PERMANENT,8605229,10028.76263,1019926.067
2923,Polygon,8605347,SF,KY Division of Mine Permits,KYDMP,KY8605347,ACT,6497.545893,1.32011,WAYLAND,O2,KENTUCKY FUEL CORPORATION,HAZARD,  MT   6  04/08/2020  RN   3  10/28/2019  MT   5  08/22/2017,Active,7/13/2010,PERMANENT,8605255,6497.545893,57503.98678
2925,Polygon,8605348,SF,KY Division of Mine Permits,KYDMP,KY8605348,ACT,3263.627604,8.586909,WAYLAND,ND,KENTUCKY FUEL CORPORATION,HAZARD,  RN   3  02/18/2021  MT   4  10/19/2018  RN   2  08/19/2016,Active,10/14/2010,PERMANENT,8605257,3263.627604,374045.6841
2929,Polygon,8605350,SF,KY Division of Mine Permits,KYDMP,KY8605350,ACT,922.005089,0.900039,WAYLAND,P1,KENTUCKY FUEL CORPORATION,HAZARD,  MI   3  12/01/2014  SU   1  10/14/2010,Active,10/14/2010,PERMANENT,8605278,922.005089,39205.67708
2931,Polygon,8605351,SF,KY Division of Mine Permits,KYDMP,KY8605351,ACT,11999.98628,25.064934,HANDSHOE,AP,KENTUCKY FUEL CORPORATION,HAZARD,  RN   7  10/30/2019  MT   7  02/03/2017  RN   6  08/18/2016,Active,9/7/2010,PERMANENT,8605025,11999.98628,1091828.509
2975,Polygon,8605394,SF,KY Division of Mine Permits,KYDMP,KY8605394,ACT,9982.576131,14.049491,HINDMAN,A2,"KNOTT COUNTY COAL, LLC",HAZARD,  NC   1  02/20/2017  SU   1  04/25/2016,Active,4/25/2016,PERMANENT,8605324,9982.576131,611995.8405
2977,Polygon,8605395,SF,KY Division of Mine Permits,KYDMP,KY8605395,ACT,64308.04781,99.630129,KITE,A2,"KNOTT COUNTY COAL, LLC",HAZARD,  MT   7  08/27/2018  NC   1  03/28/2017  SU   4  05/16/2016,Active,5/16/2016,PERMANENT,8605087,64308.04782,4339888.471
2979,Polygon,8605396,SF,KY Division of Mine Permits,KYDMP,KY8605396,ACT,26413.08164,65.365499,KITE,A1,"KNOTT COUNTY COAL, LLC",HAZARD,  MT   7  08/12/2019  NC   1  03/02/2017  MT   6  07/07/2016,Active,4/25/2016,PERMANENT,8605094,21502.89174,1785244.65
2981,Polygon,8605397,SF,KY Division of Mine Permits,KYDMP,KY8605397,ACT,14342.06917,21.931431,KITE,A2,"KNOTT COUNTY COAL, LLC",HAZARD,  NC   1  02/17/2017  SU   4  05/16/2016,Active,5/16/2016,PERMANENT,8605137,14342.06917,955333.1253
2983,Polygon,8605398,SF,KY Division of Mine Permits,KYDMP,KY8605398,ACT,27170.88213,52.311141,KITE,A1,"KNOTT COUNTY COAL, LLC",HAZARD,  MT   6  06/16/2017  NC   1  06/20/2016  SU   4  05/16/2016,Active,5/16/2016,PERMANENT,8675061,27170.88213,2278673.313
2985,Polygon,8605399,SF,KY Division of Mine Permits,KYDMP,KY8605399,ACT,2941.495076,6.43121,KITE,A2,"KNOTT COUNTY COAL, LLC",HAZARD,  MT   4  11/07/2017  NC   1  02/17/2017  SU   2  05/16/2016,Active,5/16/2016,PERMANENT,8605277,2941.495077,280143.5203
2987,Polygon,8605401,SF,KY Division of Mine Permits,KYDMP,KY8605401,ACT,7669.993108,11.620249,WAYLAND,A1,"KNOTT COUNTY COAL, LLC",HAZARD,  NC   1  03/02/2017  MT   7  06/14/2016  SU   3  04/25/2016,Active,4/25/2016,PERMANENT,8605196,7669.993108,506178.1813
2992,Polygon,8605404,SF,KY Division of Mine Permits,KYDMP,KY8605404,ACT,911.762159,0.810976,WAYLAND,A1,"KNOTT COUNTY COAL, LLC",HAZARD,  NC   1  02/17/2017  MT   3  02/14/2017  SU   2  04/25/2016,Active,4/25/2016,PERMANENT,8605312,911.762159,35326.12144
2994,Polygon,8605405,SF,KY Division of Mine Permits,DMP E_Shape,KY8605405,ACT,27862.19982,35.405179,KITE,A2,DEANE MINING LLC,HAZARD,  SU   3  09/06/2016,Active,9/6/2016,PERMANENT,8605151,27862.19886,1542249.492
2996,Polygon,8605406,SF,KY Division of Mine Permits,KYDMP,KY8605406,ACT,32941.8315,144.173355,WHEELWRIGHT,A2,DEANE MINING LLC,HAZARD,  SU   4  09/06/2016,Active,9/6/2016,PERMANENT,8605150,32939.9327,6279660.801
2998,Polygon,8605413,SF,KY Division of Mine Permits,DMP E_Shape,KY8605413,ACT,118531.2784,299.825405,KITE,AP,"CBD RESOURCES, INC.",HAZARD,  MI   8  05/25/2021  MT   4  06/23/2020  SU   2  04/23/2020,Active,4/23/2020,PERMANENT,8605260,118531.2781,13060394.56
3005,Polygon,8607023,SF,KY Division of Mine Permits,KYDMP,"KY8607023
",ACT,91432.98074,230.190467,KITE,A2,DEANE MINING LLC,HAZARD,  SU   2  09/01/2016,Active,9/1/2016,PERMANENT,8607007,81753.41288,9270669.408
3012,Polygon,8608020,SF,KY Division of Mine Permits,KYDMP,KY8608020,ACT,25406.41894,104.412391,HANDSHOE,A1,KENTUCKY FUEL CORPORATION,HAZARD,  RN   6  12/18/2020  MT   6  03/13/2018  RN   5  08/16/2016,Active,9/7/2010,PERMANENT,8608005,25406.41894,4548203.796
3018,Polygon,8608027,SF,KY Division of Mine Permits,KYDMP,KY8608027,ACT,40086.22094,146.713934,KITE,A1,"KNOTT COUNTY COAL, LLC",HAZARD,  MT   6  01/24/2018  NC   1  03/02/2017  SU   4  04/18/2016,Active,4/18/2016,PERMANENT,8608002,40086.22094,6390858.968
3021,Polygon,8608029,SF,KY Division of Mine Permits,KYDMP,KY8608029,ACT,77611.0887,320.912496,WAYLAND,A1,"CBD RESOURCES, INC.",HAZARD,  SU   6  03/22/2019  RN   7  09/20/2019,Active,3/22/2019,PERMANENT,2608006,77611.09064,13978948.37
3027,Polygon,8609015,SF,KY Division of Mine Permits,KYDMP,KY8609015,ACT,24065.82699,262.756752,HANDSHOE,A1,KENTUCKY FUEL CORPORATION,HAZARD,  RN   6  02/08/2021  MI  13  11/12/2019  MT   6  01/02/2019,Active,6/8/2011,PERMANENT,8609000,24065.82699,11445684.13
3028,Polygon,8609016,SF,KY Division of Mine Permits,KYDMP,KY8609016,ACT,25813.2307,140.34945,HANDSHOE,A2,KENTUCKY FUEL CORPORATION,HAZARD,  MT   6  06/01/2021  RN   4  02/19/2021  MT   5  05/18/2017,Active,8/11/2010,PERMANENT,8609007,25813.2307,6113621.994
3030,Polygon,8609022,SF,KY Division of Mine Permits,KYDMP,KY8609022,ACT,34502.89774,130.491896,KITE,A1,"KNOTT COUNTY COAL, LLC",HAZARD,  MT   6  12/27/2017  NC   1  02/20/2017  SU   3  04/20/2016,Active,4/20/2016,PERMANENT,8609004,34502.89774,5684227.006
3057,Polygon,8640167,SF,KY Division of Mine Permits,KYDMP,KY8640167,ACT,30053.91625,106.553592,MILO,P1,ARGUS ENERGY LLC,PIKEVILLE,  MT   5  01/06/2020  RN   3  10/18/2016  MT   4  01/04/2016,Active,8/12/2003,PERMANENT,8640149,30053.91625,4641474.566
3059,Polygon,8640168,SF,KY Division of Mine Permits,KYDMP,KY8640168,ACT,95539.91959,609.130566,MILO,A1,ARGUS ENERGY LLC,PIKEVILLE,  MT   7  12/17/2020  MT   8  04/27/2020  RN   6  01/25/2018,Active,8/28/2003,PERMANENT,8640065,95367.17022,26281052.69
3070,Polygon,8640255,SF,KY Division of Mine Permits,DMP E_Shape,KY8640255,ACT,82635.94082,162.923124,RICHARDSON,P1,BIG SANDY LAND COMPANY LLC,PIKEVILLE,  MI   1  04/10/2020  SU   1  10/05/2017,Active,10/5/2017,PERMANENT,8640227,82635.94082,7096931.267
3072,Polygon,8645010,SF,KY Division of Mine Permits,KYDMP,KY8645010,ACT,5868.351144,5.410582,LOUISA,A1,"TORCHLIGHT ENERGY, INC",PIKEVILLE,  RN   2  12/13/2018  MT   3  04/20/2016  MT   2  11/05/2013,Active,8/3/2006,PERMANENT,8645010,5868.351144,235684.9333
3078,Polygon,8649002,SF,KY Division of Mine Permits,KYDMP,KY8649002,ACT,39180.44774,101.933664,MILO,A1,ARGUS ENERGY LLC,PIKEVILLE,  MT   6  01/13/2021  RN   4  10/09/2018  MT   5  07/13/2018,Active,8/29/2003,PERMANENT,8649000,39178.77002,4436654.655
3085,Polygon,8670538,SF,KY Division of Mine Permits,DMP E_Shape,"KY8670538
",ACT,46812.9421,366.777342,KITE,A1,DEANE MINING LLC,HAZARD,  MT   1  04/19/2017  SU   1  08/31/2016,Active,8/31/2016,PERMANENT,8670496,5191.801301,110728.4818
3088,Polygon,8675300,SF,KY Division of Mine Permits,KYDMP,KY8675300,ACT,153531.347,8463.520955,MAYKING,A2,DEANE MINING LLC,HAZARD,  MT   5  09/19/2019  MT   4  04/14/2016  MI   9  12/08/2014,Active,9/19/2008,PERMANENT,8675156,62799.3896,52690883.99
3110,Polygon,8770234,SF,KY Division of Mine Permits,KYDMP,KY8770234,ACT,81297.36636,1125.508044,DAVID,P1,LIBERTY MANAGEMENT LLC,HAZARD,  MI   8  07/22/2019  MT   4  04/18/2016  SU   3  11/05/2015,Active,11/5/2015,PERMANENT,8770159,16911.60342,4815757.129
3112,Polygon,8770236,SF,KY Division of Mine Permits,DMP E_Shape,KY8770236,ACT,52712.17194,634.049613,DAVID,P1,LIBERTY MANAGEMENT LLC,HAZARD,  MI   5  06/04/2019  SU   2  11/05/2015,Active,11/5/2015,PERMANENT,8770182,21508.83045,6959616.899
3118,Polygon,8777008,SF,KY Division of Mine Permits,JML Dig,KY8777008,ACT,73816.8854,1144.931985,DAVID,A2,LIBERTY MANAGEMENT LLC,HAZARD,  SU   1  11/05/2015,Active,11/5/2015,PERMANENT,8777006,16357.16655,5177390.779
3130,Polygon,8800117,SF,KY Division of Mine Permits,KYDMP,KY8800117,ACT,36402.0072,451.859816,LANCER,P1,CZAR COAL CORPORATION,PIKEVILLE,  MI   7  06/02/2005  MA   6  09/24/2003  MT   3  03/11/2003,Active,5/9/1996,PERMANENT,2800214,36402.0072,19683013.59
3133,Polygon,8800124,SF,KY Division of Mine Permits,CHIA,KY8800124,ACT,58229.09263,1467.131419,THOMAS,A1,CZAR COAL CORPORATION,PIKEVILLE,  MT   6  08/24/2020  MT   5  11/08/2018  RN   5  10/25/2018,Active,5/1/1996,PERMANENT,8800102,40886.51558,11563284.64
3143,Polygon,8800264,SF,KY Division of Mine Permits,KYDMP,KY8800264,ACT,118862.3764,264.407238,MILO,P1,REVELATION ENERGY LLC,PIKEVILLE,  MT   4  05/25/2018  SU   3  09/21/2015,Active,9/21/2015,PERMANENT,8800182,108469.9273,10854979.32
3144,Polygon,8800271,SF,KY Division of Mine Permits,KYDMP,KY8800271,ACT,82097.66042,286.999114,THOMAS,P1,LEXINGTON COAL COMPANY LLC,PIKEVILLE,  MT   8  12/07/2020  SU   4  11/28/2018,Active,11/28/2018,PERMANENT,8800066,30908.79856,4455051.081
3145,Polygon,8800274,SF,KY Division of Mine Permits,DMP E_Shape,KY8800274,ACT,161267.3456,531.017465,THOMAS,A2,LEXINGTON COAL COMPANY LLC,PIKEVILLE,  MI  11  09/14/2020  SU   3  12/05/2018,Active,12/5/2018,PERMANENT,8800018,51368.84789,6184461.144
3149,Polygon,8805066,SF,KY Division of Mine Permits,KYDMP,KY8805066,ACT,45561.43852,46.072235,OFFUTT,A1,"BEECH FORK PROCESSING, LLC",PIKEVILLE,  RN   6  06/19/2019  MT   7  11/30/2018  NC   1  03/23/2017,Active,2/8/1989,PERMANENT,8805066,37422.2429,1442605.593
3158,Polygon,8805139,SF,KY Division of Mine Permits,DMP E_Shape,KY8805139,ACT,110327.4881,196.69339,THOMAS,A1,CZAR COAL CORPORATION,PIKEVILLE,  MT   7  07/09/2019  RN   4  10/05/2017  MT   6  09/15/2016,Active,1/9/1997,PERMANENT,8805139,93319.50762,6738292.656
3166,Polygon,8805195,SF,KY Division of Mine Permits,KYDMP,KY8805195,ACT,128817.0362,8024.646475,THOMAS,A2,REVELATION ENERGY LLC,PIKEVILLE,  MT   4  08/16/2017  MA   8  01/19/2016  RN   2  01/05/2015,Active,4/11/2014,PERMANENT,8805172,70211.39913,53551882.45
3168,Polygon,8807010,SF,KY Division of Mine Permits,KYDMP,KY8807010,ACT,415598.9666,268.315906,OFFUTT,A1,CZAR COAL CORPORATION,PIKEVILLE,  RN   7  01/28/2020  MT   7  07/28/2015  RN   6  05/22/2014,Active,4/1/1996,PERMANENT,807002,60266.54035,2120537.344
3176,Polygon,8807043,SF,KY Division of Mine Permits,CHIA,KY8807043,ACT,79323.37128,59.581434,THOMAS,A1,LEXINGTON COAL COMPANY LLC,PIKEVILLE,  SU   3  11/30/2018  RN   2  05/05/2020,Active,11/30/2018,PERMANENT,8807022,19120.55791,485512.185
3177,Polygon,8807047,SF,KY Division of Mine Permits,KYDMP,KY8807047,ACT,76165.21004,133.268994,THOMAS,A1,LEXINGTON COAL COMPANY LLC,PIKEVILLE,  RN   2  04/23/2020  SU   2  12/05/2018,Active,12/5/2018,PERMANENT,8807021,5763.847626,302393.5549
3178,Polygon,8808002,SF,KY Division of Mine Permits,DMP E_Shape,KY8808002,ACT,102750.191,771.793786,THOMAS,A1,CZAR COAL CORPORATION,PIKEVILLE,  RN   7  02/21/2020  MI  16  04/10/2019  MI  15  08/06/2018,Active,3/18/1996,PERMANENT,808004,12908.93017,3579860.65
3325,Polygon,8980601,SF,KY Division of Mine Permits,DMP E_Shape,KY8980601,ACT,96737.45104,401.802141,LICK CREEK,A1,APEX ENERGY INC,PIKEVILLE,  MT   6  02/13/2019  MI   6  06/28/2018  AM   5  05/11/2018,Active,10/25/2000,PERMANENT,8980486,59225.05237,9785082.448
3327,Polygon,8980607,SF,KY Division of Mine Permits,DMP E_Shape,KY8980607,ACT,65620.75988,901.054161,JAMBOREE,A1,APEX ENERGY INC,PIKEVILLE,  MI   7  02/22/2019  AM   4  11/15/2018  MT   5  05/18/2018,Active,2/16/2001,PERMANENT,8980562,1362.050889,15053.50499
3329,Polygon,8980608,SF,KY Division of Mine Permits,KYDMP,KY8980608,ACT,62310.51744,283.549556,JAMBOREE,A2,APEX ENERGY INC,PIKEVILLE,  RN   4  09/25/2020  MI   4  10/16/2019  MI   3  07/18/2018,Active,10/20/2000,PERMANENT,8980577,62310.51744,12351418.66
3375,Polygon,8980824,SF,KY Division of Mine Permits,DMP E_Shape,KY8980824,ACT,27092.46252,58.628616,BROAD BOTTOM,A1,COVENANT COAL CORPORATION INC,PIKEVILLE,  RN   3  04/13/2021  MT   4  09/25/2019  RN   2  12/12/2016,Active,5/6/2009,PERMANENT,8980734,27092.46252,2553862.514
3377,Polygon,8980825,SF,KY Division of Mine Permits,DMP E_Shape,KY8980825,ACT,59521.41896,371.675339,JAMBOREE,D6,APEX ENERGY INC,PIKEVILLE,  AM   1  12/03/2020  RN   1  07/29/2020  MTS   2  05/20/201,Active,4/6/2015,PERMANENT,8980825,59521.41896,16190177.73
3379,Polygon,8980827,SF,KY Division of Mine Permits,KYDMP,KY8980827,ACT,17715.82284,73.491982,BROAD BOTTOM,A1,MATT/CO INC,PIKEVILLE,  MT   9  03/25/2021  RN   7  04/15/2019  MT   8  11/20/2018,Active,6/16/2008,PERMANENT,980200,17715.82203,3201310.878
3381,Polygon,8980842,SF,KY Division of Mine Permits,KYDMP,KY8980842,ACT,31727.01334,185.083441,MILLARD,A1,CAMBRIAN COAL LLC,PIKEVILLE,  MT   3  08/17/2018  NC   1  07/07/2016  RN   1  05/12/2015,Active,8/10/2010,PERMANENT,8980842,31727.01334,8062234.667
3384,Polygon,8980856,SF,KY Division of Mine Permits,DMP E_Shape,KY8980856,ACT,112311.8243,925.72807,META,ND,LANDMARK MINING COMPANY INC,PIKEVILLE,  NW   1  12/03/2019,Active,12/3/2019,PERMANENT,8980856,112311.8243,40324714.85
