Year,1980,2018
Alabama,2510.8,10859.2
Arkansas,2196.95,11424.1
Florida,2824.65,9854.89
Georgia,2510.8,10670.9
Kentucky,4268.36,11110.3
Lousiana,3075.73,10670.9
Missisippi,2259.72,11612.5
North Carolina,3766.2,7657.94
South Carolina,2950.19,7783.48
Tennessee,3452.35,10922
Virginia,3766.2,9289.96
West Virginia,4896.06,9541.04
